model,display_model,record_id,raw_passed,final_passed,repair_assisted_pass,contains_sorry,repair_steps
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_symplectic.symplectic_euler_orbit_step_invariant_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_symplectic.symplectic_euler_invariant_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.explicit_euler_zero_dt_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.explicit_euler_linear_step_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.midpoint_rk2_zero_dt_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.midpoint_rk2_linear_taylor2_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.heun_rk2_linear_taylor2_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,ode_runge_kutta.midpoint_heun_agree_linear_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.vec2_inf_norm_nonneg_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.abs_left_le_vec2_inf_norm_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.abs_right_le_vec2_inf_norm_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.row2_apply_const_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.row2_apply_abs_le_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.row_stochastic2_const_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.row_stochastic2_inf_norm_abs_le_2d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.diag2_zero_2d,False,False,False,False,replace_tactic;drop_no_goals_tactic
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.diag2_inf_norm_le_2d,False,False,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,linear_algebra_stability.finite_row_apply_abs_le_general_n,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_dc_const_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_nyquist_const_zero_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_dc_zero_sum_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.idft2_first_recovers_input_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.idft2_second_recovers_input_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_inverse_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_dc_swap_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_nyquist_swap_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_energy_eq_two_physical_energy_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.dft2_parseval_2pt,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,spectral_dft.finite_dc_centered_signal_zero_general_n,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.upwind_cfl_linf_stability_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.lax_friedrichs_weights_sum_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.lax_friedrichs_constant_state_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.conservative_update_const_flux_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.total_conservative_update_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.total_change_conservative_update_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_discrete_mass_eq_total_on_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_eq_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_const_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_const_difference_zero_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_update_zero_scale_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_canonical_update_boundary_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_canonical_update_periodic_flux_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_change_canonical_update_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_linf_stability_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_heat_second_difference_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_change_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_boundary_term_neumann_zero_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_boundary_zero_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_conservative_update_eq_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_conservative_update_zero_scale_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_total_update_periodic_flux_1d,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.cell_average_const_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_preserves_const_2cell,False,False,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_idempotent_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_residual_mean_zero_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_orthogonal_const_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_pythagorean_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_l2_contract_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.p0_projection_best_const_approx_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_cell_average_const_2cell,False,True,True,False,drop_no_goals_tactic
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_preserves_const_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_idempotent_2cell,False,True,True,False,drop_no_goals_tactic
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_residual_weighted_mean_zero_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_orthogonal_const_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_cell_l2_sq_nonneg_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_residual_sq_nonneg_2cell,False,False,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_const_approx_error_nonneg_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_pythagorean_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_l2_contract_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_error_decomposition_2cell,True,True,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_best_const_approx_2cell,False,False,False,False,
openai/gpt-5.5-pro,GPT-5.5 Pro,fem_projection.weighted_p0_projection_orthogonal_const_general_n,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_symplectic.leapfrog_orbit_step_invariant_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_symplectic.symplectic_euler_orbit_step_invariant_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_symplectic.symplectic_euler_invariant_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.explicit_euler_zero_dt_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.explicit_euler_linear_step_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.midpoint_rk2_zero_dt_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.midpoint_rk2_linear_taylor2_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.heun_rk2_linear_taylor2_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,ode_runge_kutta.midpoint_heun_agree_linear_1d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.vec2_inf_norm_nonneg_2d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.abs_left_le_vec2_inf_norm_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.abs_right_le_vec2_inf_norm_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.row2_apply_const_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.row2_apply_abs_le_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.row_stochastic2_const_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.row_stochastic2_inf_norm_abs_le_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.diag2_zero_2d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.diag2_inf_norm_le_2d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,linear_algebra_stability.finite_row_apply_abs_le_general_n,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_dc_const_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_nyquist_const_zero_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_dc_zero_sum_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.idft2_first_recovers_input_2pt,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.idft2_second_recovers_input_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_inverse_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_dc_swap_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_nyquist_swap_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_energy_eq_two_physical_energy_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.dft2_parseval_2pt,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,spectral_dft.finite_dc_centered_signal_zero_general_n,False,False,False,False,replace_tactic
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.upwind_cfl_linf_stability_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.lax_friedrichs_weights_sum_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.lax_friedrichs_constant_state_1d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.conservative_update_const_flux_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.total_conservative_update_1d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.total_change_conservative_update_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_discrete_mass_eq_total_on_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_canonical_flux_eq_1d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_canonical_flux_const_1d,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_canonical_flux_const_difference_zero_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_canonical_update_zero_scale_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_total_canonical_update_boundary_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_total_canonical_update_periodic_flux_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.kdv_total_change_canonical_update_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.heat_grid_linf_stability_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.heat_grid_heat_second_difference_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.heat_grid_total_change_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.heat_boundary_term_neumann_zero_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.heat_grid_total_boundary_zero_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.burgers_conservative_update_eq_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.burgers_conservative_update_zero_scale_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,finite_difference.burgers_total_update_periodic_flux_1d,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.cell_average_const_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_preserves_const_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_idempotent_2cell,False,False,False,False,replace_tactic
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_residual_mean_zero_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_orthogonal_const_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_pythagorean_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_l2_contract_2cell,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.p0_projection_best_const_approx_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_cell_average_const_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_preserves_const_2cell,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_idempotent_2cell,False,False,False,False,replace_tactic
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_residual_weighted_mean_zero_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_orthogonal_const_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_cell_l2_sq_nonneg_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_residual_sq_nonneg_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_const_approx_error_nonneg_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_pythagorean_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_l2_contract_2cell,False,False,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_error_decomposition_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_best_const_approx_2cell,True,True,False,False,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,fem_projection.weighted_p0_projection_orthogonal_const_general_n,False,False,False,False,
