model,display_model,sample_id,record_id,candidate_id,passed,contains_sorry,repaired,status,failure_reason
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,fem_projection.weighted_p0_average_const_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,fem_projection.weighted_p0_average_smul_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,fem_projection.weighted_p0_average_smul_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,fem_projection.weighted_p0_average_smul_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,fem_projection.weighted_p0_residual_mass_zero_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,fem_projection.weighted_p0_residual_mass_zero_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,fem_projection.weighted_p0_residual_mass_zero_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,finite_difference.heat_weights_nonneg_cfl_1d,qwen_qwen3_6_max_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,finite_difference.heat_weights_nonneg_cfl_1d,qwen_qwen3_6_max_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,finite_difference.heat_weights_nonneg_cfl_1d,qwen_qwen3_6_max_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,finite_difference.kdv_canonical_flux_const_difference_zero_1d,qwen_qwen3_6_max_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,finite_difference.kdv_canonical_flux_const_difference_zero_1d,qwen_qwen3_6_max_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,finite_difference.kdv_canonical_flux_const_difference_zero_1d,qwen_qwen3_6_max_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,finite_difference.lax_friedrichs_cfl_linf_stability_1d,qwen_qwen3_6_max_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s0,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,finite_difference.lax_friedrichs_cfl_linf_stability_1d,qwen_qwen3_6_max_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,finite_difference.lax_friedrichs_cfl_linf_stability_1d,qwen_qwen3_6_max_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,linear_algebra_stability.diag2_inf_norm_le_2d,qwen_qwen3_6_max_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,linear_algebra_stability.diag2_inf_norm_le_2d,qwen_qwen3_6_max_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,linear_algebra_stability.diag2_inf_norm_le_2d,qwen_qwen3_6_max_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,linear_algebra_stability.finite_row_apply_const_general_n,qwen_qwen3_6_max_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,linear_algebra_stability.finite_row_apply_const_general_n,qwen_qwen3_6_max_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,linear_algebra_stability.finite_row_apply_const_general_n,qwen_qwen3_6_max_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,spectral_dft.finite_dc_centered_signal_zero_general_n,qwen_qwen3_6_max_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,spectral_dft.finite_dc_centered_signal_zero_general_n,qwen_qwen3_6_max_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,spectral_dft.finite_dc_centered_signal_zero_general_n,qwen_qwen3_6_max_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,fem_projection.p0_projection_best_const_approx_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,fem_projection.p0_projection_best_const_approx_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,fem_projection.p0_projection_best_const_approx_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,fem_projection.p0_projection_idempotent_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s0,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,fem_projection.p0_projection_idempotent_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s1,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,fem_projection.p0_projection_idempotent_2cell,deepseek_deepseek_v4_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s2,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,fem_projection.weighted_p0_average_const_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,fem_projection.weighted_p0_average_const_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,fem_projection.weighted_p0_average_const_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,fem_projection.weighted_p0_average_smul_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,fem_projection.weighted_p0_average_smul_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,fem_projection.weighted_p0_average_smul_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,fem_projection.weighted_p0_residual_mass_zero_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,fem_projection.weighted_p0_residual_mass_zero_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,fem_projection.weighted_p0_residual_mass_zero_general_n,deepseek_deepseek_v4_pro:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,finite_difference.heat_weights_nonneg_cfl_1d,deepseek_deepseek_v4_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,finite_difference.heat_weights_nonneg_cfl_1d,deepseek_deepseek_v4_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,finite_difference.heat_weights_nonneg_cfl_1d,deepseek_deepseek_v4_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,finite_difference.kdv_canonical_flux_const_difference_zero_1d,deepseek_deepseek_v4_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,finite_difference.kdv_canonical_flux_const_difference_zero_1d,deepseek_deepseek_v4_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,finite_difference.kdv_canonical_flux_const_difference_zero_1d,deepseek_deepseek_v4_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,finite_difference.lax_friedrichs_cfl_linf_stability_1d,deepseek_deepseek_v4_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,finite_difference.lax_friedrichs_cfl_linf_stability_1d,deepseek_deepseek_v4_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,finite_difference.lax_friedrichs_cfl_linf_stability_1d,deepseek_deepseek_v4_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,linear_algebra_stability.diag2_inf_norm_le_2d,deepseek_deepseek_v4_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,linear_algebra_stability.diag2_inf_norm_le_2d,deepseek_deepseek_v4_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,linear_algebra_stability.diag2_inf_norm_le_2d,deepseek_deepseek_v4_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,linear_algebra_stability.finite_row_apply_const_general_n,deepseek_deepseek_v4_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,linear_algebra_stability.finite_row_apply_const_general_n,deepseek_deepseek_v4_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,linear_algebra_stability.finite_row_apply_const_general_n,deepseek_deepseek_v4_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s0,spectral_dft.finite_dc_centered_signal_zero_general_n,deepseek_deepseek_v4_pro:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s1,spectral_dft.finite_dc_centered_signal_zero_general_n,deepseek_deepseek_v4_pro:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
deepseek/deepseek-v4-pro,DeepSeek v4 Pro,final160_pass3_s2,spectral_dft.finite_dc_centered_signal_zero_general_n,deepseek_deepseek_v4_pro:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
